location,iso_code,vaccines,last_observation_date,source_name,source_website
Vietnam,VNM,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2022-03-02,World Health Organization,https://suckhoedoisong.vn/ngay-3-3-so-mac-moi-covid-19-tang-len-118790-ca-2-tinh-hai-duong-thai-binh-bo-sung-57360-f0-16922030317455638.htm
