iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
VNM,Asia,Vietnam,2020-08-31,1044.0,4.0,3.143,34.0,2.0,1.0,10.635,0.041,0.032,0.346,0.02,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-01,1044.0,0.0,2.143,34.0,0.0,1.0,10.635,0.0,0.022,0.346,0.0,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-02,1046.0,2.0,1.714,34.0,0.0,0.571,10.655,0.02,0.017,0.346,0.0,0.006,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-03,1046.0,0.0,1.429,35.0,1.0,0.714,10.655,0.0,0.015,0.357,0.01,0.007,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-04,1049.0,3.0,1.571,35.0,0.0,0.714,10.686,0.031,0.016,0.357,0.0,0.007,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-05,1049.0,0.0,1.286,35.0,0.0,0.429,10.686,0.0,0.013,0.357,0.0,0.004,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-06,1049.0,0.0,1.286,35.0,0.0,0.429,10.686,0.0,0.013,0.357,0.0,0.004,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-07,1049.0,0.0,0.714,35.0,0.0,0.143,10.686,0.0,0.007,0.357,0.0,0.001,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-08,1054.0,5.0,1.429,35.0,0.0,0.143,10.737,0.051,0.015,0.357,0.0,0.001,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-09,1059.0,5.0,1.857,35.0,0.0,0.143,10.788,0.051,0.019,0.357,0.0,0.001,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-10,1059.0,0.0,1.857,35.0,0.0,0.0,10.788,0.0,0.019,0.357,0.0,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-11,1060.0,1.0,1.571,35.0,0.0,0.0,10.798,0.01,0.016,0.357,0.0,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-12,1060.0,0.0,1.571,35.0,0.0,0.0,10.798,0.0,0.016,0.357,0.0,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-13,1063.0,3.0,2.0,35.0,0.0,0.0,10.828,0.031,0.02,0.357,0.0,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-14,1063.0,0.0,2.0,35.0,0.0,0.0,10.828,0.0,0.02,0.357,0.0,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-15,1063.0,0.0,1.286,35.0,0.0,0.0,10.828,0.0,0.013,0.357,0.0,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-16,1063.0,0.0,0.571,35.0,0.0,0.0,10.828,0.0,0.006,0.357,0.0,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-17,1066.0,3.0,1.0,35.0,0.0,0.0,10.859,0.031,0.01,0.357,0.0,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-18,1068.0,2.0,1.143,35.0,0.0,0.0,10.879,0.02,0.012,0.357,0.0,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-19,1068.0,0.0,1.143,35.0,0.0,0.0,10.879,0.0,0.012,0.357,0.0,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-20,1068.0,0.0,0.714,35.0,0.0,0.0,10.879,0.0,0.007,0.357,0.0,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-21,1068.0,0.0,0.714,35.0,0.0,0.0,10.879,0.0,0.007,0.357,0.0,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-22,1068.0,0.0,0.714,35.0,0.0,0.0,10.879,0.0,0.007,0.357,0.0,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-23,1069.0,1.0,0.857,35.0,0.0,0.0,10.889,0.01,0.009,0.357,0.0,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-24,1069.0,0.0,0.429,35.0,0.0,0.0,10.889,0.0,0.004,0.357,0.0,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-25,1069.0,0.0,0.143,35.0,0.0,0.0,10.889,0.0,0.001,0.357,0.0,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-26,1069.0,0.0,0.143,35.0,0.0,0.0,10.889,0.0,0.001,0.357,0.0,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-27,1074.0,5.0,0.857,35.0,0.0,0.0,10.94,0.051,0.009,0.357,0.0,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-28,1077.0,3.0,1.286,35.0,0.0,0.0,10.971,0.031,0.013,0.357,0.0,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-29,1094.0,17.0,3.714,35.0,0.0,0.0,11.144,0.173,0.038,0.357,0.0,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-09-30,1094.0,0.0,3.571,35.0,0.0,0.0,11.144,0.0,0.036,0.357,0.0,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-01,1095.0,1.0,3.714,35.0,0.0,0.0,11.154,0.01,0.038,0.357,0.0,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-02,1096.0,1.0,3.857,35.0,0.0,0.0,11.164,0.01,0.039,0.357,0.0,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-03,1096.0,0.0,3.857,35.0,0.0,0.0,11.164,0.0,0.039,0.357,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-04,1096.0,0.0,3.143,35.0,0.0,0.0,11.164,0.0,0.032,0.357,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-05,1097.0,1.0,2.857,35.0,0.0,0.0,11.175,0.01,0.029,0.357,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-06,1098.0,1.0,0.571,35.0,0.0,0.0,11.185,0.01,0.006,0.357,0.0,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-07,1099.0,1.0,0.714,35.0,0.0,0.0,11.195,0.01,0.007,0.357,0.0,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-08,1100.0,1.0,0.714,35.0,0.0,0.0,11.205,0.01,0.007,0.357,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-09,1105.0,5.0,1.286,35.0,0.0,0.0,11.256,0.051,0.013,0.357,0.0,0.0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-10,1107.0,2.0,1.571,35.0,0.0,0.0,11.276,0.02,0.016,0.357,0.0,0.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-11,1109.0,2.0,1.857,35.0,0.0,0.0,11.297,0.02,0.019,0.357,0.0,0.0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-12,1110.0,1.0,1.857,35.0,0.0,0.0,11.307,0.01,0.019,0.357,0.0,0.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-13,1113.0,3.0,2.143,35.0,0.0,0.0,11.338,0.031,0.022,0.357,0.0,0.0,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-14,1122.0,9.0,3.286,35.0,0.0,0.0,11.429,0.092,0.033,0.357,0.0,0.0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-15,1124.0,2.0,3.429,35.0,0.0,0.0,11.45,0.02,0.035,0.357,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-16,1124.0,0.0,2.714,35.0,0.0,0.0,11.45,0.0,0.028,0.357,0.0,0.0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-17,1126.0,2.0,2.714,35.0,0.0,0.0,11.47,0.02,0.028,0.357,0.0,0.0,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-18,1134.0,8.0,3.571,35.0,0.0,0.0,11.552,0.081,0.036,0.357,0.0,0.0,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-19,1140.0,6.0,4.286,35.0,0.0,0.0,11.613,0.061,0.044,0.357,0.0,0.0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-20,1141.0,1.0,4.0,35.0,0.0,0.0,11.623,0.01,0.041,0.357,0.0,0.0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-21,1144.0,3.0,3.143,35.0,0.0,0.0,11.653,0.031,0.032,0.357,0.0,0.0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-22,1148.0,4.0,3.429,35.0,0.0,0.0,11.694,0.041,0.035,0.357,0.0,0.0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-23,1148.0,0.0,3.429,35.0,0.0,0.0,11.694,0.0,0.035,0.357,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-24,1160.0,12.0,4.857,35.0,0.0,0.0,11.816,0.122,0.049,0.357,0.0,0.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-25,1168.0,8.0,4.857,35.0,0.0,0.0,11.898,0.081,0.049,0.357,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-26,1169.0,1.0,4.143,35.0,0.0,0.0,11.908,0.01,0.042,0.357,0.0,0.0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-27,1172.0,3.0,4.429,35.0,0.0,0.0,11.939,0.031,0.045,0.357,0.0,0.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-28,1173.0,1.0,4.143,35.0,0.0,0.0,11.949,0.01,0.042,0.357,0.0,0.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-29,1177.0,4.0,4.143,35.0,0.0,0.0,11.99,0.041,0.042,0.357,0.0,0.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-30,1177.0,0.0,4.143,35.0,0.0,0.0,11.99,0.0,0.042,0.357,0.0,0.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-10-31,1180.0,3.0,2.857,35.0,0.0,0.0,12.02,0.031,0.029,0.357,0.0,0.0,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-01,1180.0,0.0,1.714,35.0,0.0,0.0,12.02,0.0,0.017,0.357,0.0,0.0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-02,1192.0,12.0,3.286,35.0,0.0,0.0,12.142,0.122,0.033,0.357,0.0,0.0,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-03,1202.0,10.0,4.286,35.0,0.0,0.0,12.244,0.102,0.044,0.357,0.0,0.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-04,1203.0,1.0,4.286,35.0,0.0,0.0,12.254,0.01,0.044,0.357,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-05,1207.0,4.0,4.286,35.0,0.0,0.0,12.295,0.041,0.044,0.357,0.0,0.0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-06,1212.0,5.0,5.0,35.0,0.0,0.0,12.346,0.051,0.051,0.357,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-07,1213.0,1.0,4.714,35.0,0.0,0.0,12.356,0.01,0.048,0.357,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-08,1213.0,0.0,4.714,35.0,0.0,0.0,12.356,0.0,0.048,0.357,0.0,0.0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-09,1215.0,2.0,3.286,35.0,0.0,0.0,12.377,0.02,0.033,0.357,0.0,0.0,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-10,1226.0,11.0,3.429,35.0,0.0,0.0,12.489,0.112,0.035,0.357,0.0,0.0,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-11,1252.0,26.0,7.0,35.0,0.0,0.0,12.754,0.265,0.071,0.357,0.0,0.0,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-12,1253.0,1.0,6.571,35.0,0.0,0.0,12.764,0.01,0.067,0.357,0.0,0.0,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-13,1256.0,3.0,6.286,35.0,0.0,0.0,12.794,0.031,0.064,0.357,0.0,0.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2020-11-14,1265.0,9.0,7.429,35.0,0.0,0.0,12.886,0.092,0.076,0.357,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
