date,vaccinated,vaccinated_percent,completed_vaccination,completed_vaccination_percent
Jul 7/2021,3719043,0,0379,241913,0,0025
Jul 6/2021,3692431,0,0376,23557,0,0024
Jul 5/2021,3676247,0,0374,226858,0,0023
Jul 4/2021,3667519,0,0374,223336,0,0023
Jul 3/2021,3648805,0,0372,218602,0,0022
Jul 2/2021,3628241,0,037,214405,0,0022
Jul 1/2021,3609761,0,0368,204006,0,0021
Jun 30/2021,3583939,0,0365,193041,0,002
Jun 29/2021,3411489,0,0348,182481,0,0019
Jun 28/2021,3324110,0,0339,172994,0,0018
Jun 27/2021,3229471,0,0329,157136,0,0016
Jun 26/2021,3143744,0,032,155488,0,0016
Jun 25/2021,2937264,0,0299,150316,0,0015
Jun 24/2021,2777127,0,0283,143121,0,0015
Jun 23/2021,2488655,0,0254,137682,0,0014
Jun 22/2021,2435313,0,0248,133843,0,0014
Jun 21/2021,2368136,0,0241,127763,0,0013
Jun 20/2021,2300960,0,0234,121683,0,0012
Jun 19/2021,2244061,0,0229,115315,0,0012
Jun 18/2021,2127352,0,0217,105856,0,0011
Jun 17/2021,1901226,0,0194,89833,0,0009
Jun 16/2021,1700972,0,0173,72325,0,0007
Jun 15/2021,1584436,0,0161,63636,0,0006
Jun 14/2021,1493043,0,0152,59608,0,0006
Jun 13/2021,1443058,0,0147,55265,0,0006
Jun 12/2021,1399836,0,0143,54385,0,0006
Jun 11/2021,1392596,0,0142,53127,0,0005
Jun 10/2021,1361525,0,0139,50023,0,0005
Jun 9/2021,1342708,0,0137,47179,0,0005
Jun 8/2021,1312741,0,0134,42115,0,0004
Jun 7/2021,1301932,0,0133,38166,0,0004
Jun 6/2021,1214916,0,0124,33643,0,0003
Jun 5/2021,1209672,0,0123,33632,0,0003
Jun 4/2021,1185206,0,0121,32401,0,0003
Jun 3/2021,1124505,0,0115,31551,0,0003
Jun 2/2021,1078934,0,011,31177,0,0003
Jun 1/2021,1075215,0,011,30889,0,0003
May 31/2021,1071497,0,0109,30602,0,0003
May 30/2021,1058378,0,0108,30273,0,0003
May 29/2021,1045260,0,0106,29945,0,0003
May 28/2021,1032142,0,0105,29617,0,0003
